laboratorios Laproff -  -  - Antioquia
GFB PRO 300 (CN018022)
Historial de alarmas

'Rango : 'Por tiempo:' (01-29-2025 05:47:34 ... 02-05-2025 06:47:34)
'Filtro :   usuarios = 'Todos los usuarios'  alarmas = 'Todas las alarmas'  tipos = 'Alarma entrante' 'Conf entrante.' 'Alarmas pendientes' 'Conf saliente.'

Tiempo ,Tipo de alarma,Número,Alarma
02-04-2025 19:23:57,'Conf entrante.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:23:57,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:23:57,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:02,'Alarmas pendientes,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:24:02,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:24:02,'Alarmas pendientes,'155,'VÁLVULA DE CARGA (V203010)
02-04-2025 19:24:02,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-04-2025 19:24:06,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
02-04-2025 19:24:06,'Alarmas pendientes,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020)
02-04-2025 19:24:09,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:09,'Conf saliente.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:09,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:09,'Conf saliente.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:09,'Conf saliente.,'155,'VÁLVULA DE CARGA (V203010) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:24:09,'Conf saliente.,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:25:07,'Alarma entrante,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA
02-04-2025 19:25:07,'Alarma entrante,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
02-04-2025 19:25:15,'Alarma entrante,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:25:15,'Alarma entrante,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670)
02-04-2025 19:25:56,'Conf entrante.,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA - por linaro (Lina Rios Otalvaro)
02-04-2025 19:25:56,'Conf entrante.,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:25:56,'Conf entrante.,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:25:56,'Conf entrante.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:25:58,'Alarmas pendientes,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670)
02-04-2025 19:25:58,'Alarmas pendientes,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:25:58,'Alarmas pendientes,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
02-04-2025 19:25:58,'Alarmas pendientes,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA
02-04-2025 19:27:47,'Conf saliente.,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:27:47,'Conf saliente.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:27:47,'Conf saliente.,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA - por linaro (Lina Rios Otalvaro)
02-04-2025 19:27:47,'Conf saliente.,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:16,'Alarma entrante,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA
02-04-2025 19:32:16,'Alarma entrante,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
02-04-2025 19:32:23,'Alarma entrante,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:32:23,'Alarma entrante,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670)
02-04-2025 19:32:29,'Conf entrante.,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:29,'Conf entrante.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:29,'Conf entrante.,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:29,'Conf entrante.,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:30,'Alarmas pendientes,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670)
02-04-2025 19:32:30,'Alarmas pendientes,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 19:32:33,'Conf saliente.,'159 - 2,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:33,'Conf saliente.,'159,'VÁLVULA DE VENTILACIÓN DE TORRE (K203670) - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:38,'Alarmas pendientes,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA
02-04-2025 19:32:38,'Alarmas pendientes,'112,'SELLO DE FILTRO DE PRODUCTO (X203530)
02-04-2025 19:32:39,'Conf saliente.,'112 - 3,'SELLO DE FILTRO DE PRODUCTO (X203530) - FUGA - por linaro (Lina Rios Otalvaro)
02-04-2025 19:32:39,'Conf saliente.,'112,'SELLO DE FILTRO DE PRODUCTO (X203530) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:03:43,'Alarma entrante,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
02-04-2025 20:03:43,'Alarma entrante,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
02-04-2025 20:04:00,'Conf entrante.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-04-2025 20:04:00,'Conf entrante.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-04-2025 20:04:04,'Conf saliente.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-04-2025 20:04:04,'Alarmas pendientes,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
02-04-2025 20:04:04,'Conf saliente.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-04-2025 20:04:04,'Alarmas pendientes,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
02-04-2025 20:06:49,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:06:49,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:07:00,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:07:00,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:07:02,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:07:02,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:07:03,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:07:03,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:08:55,'Alarma entrante,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:08:55,'Alarma entrante,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:09:12,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:09:12,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:09:46,'Conf entrante.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:46,'Conf entrante.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:46,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:46,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:48,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:09:48,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:48,'Alarmas pendientes,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:09:48,'Alarmas pendientes,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:09:48,'Conf saliente.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:48,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:09:48,'Conf saliente.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:09:48,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:11:44,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:11:44,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:11:51,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:11:51,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:11:53,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:11:53,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:11:54,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:11:54,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:25,'Alarma entrante,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:12:25,'Alarma entrante,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:12:42,'Conf entrante.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:42,'Conf entrante.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:42,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:12:42,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:12:43,'Alarmas pendientes,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:12:43,'Alarmas pendientes,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:12:45,'Conf saliente.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:45,'Conf saliente.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:46,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:46,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:48,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:12:48,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:12:48,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:12:48,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:13:32,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:13:32,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:13:51,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:13:51,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:13:52,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:13:52,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:13:53,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:13:53,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:15:58,'Alarma entrante,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:15:58,'Alarma entrante,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:16:15,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:16:15,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:16:22,'Conf entrante.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:22,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:22,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:22,'Conf entrante.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:24,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 20:16:24,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 20:16:24,'Alarmas pendientes,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN
02-04-2025 20:16:24,'Alarmas pendientes,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510)
02-04-2025 20:16:29,'Conf saliente.,'214,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:29,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:29,'Conf saliente.,'214 - 2,'PRESIÓN DE AIRE ATOMIZANTE (P301510) - VALOR REAL <MIN MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:16:29,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 20:40:41,'Alarma entrante,'81 - 2,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 20:40:41,'Alarma entrante,'81,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350)
02-04-2025 20:40:57,'Conf entrante.,'81 - 2,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 20:40:57,'Conf entrante.,'81,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:41:10,'Alarmas pendientes,'81,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350)
02-04-2025 20:41:10,'Alarmas pendientes,'81 - 2,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 20:41:12,'Conf saliente.,'81,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - por linaro (Lina Rios Otalvaro)
02-04-2025 20:41:12,'Conf saliente.,'81 - 2,'TAPA DE FILTRO DE AIRE DE ESCAPE (K121350) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 22:12:43,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 22:12:43,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-04-2025 22:13:15,'Alarma entrante,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020)
02-04-2025 22:13:15,'Alarma entrante,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
02-04-2025 22:13:16,'Conf entrante.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:16,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:16,'Conf entrante.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:16,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:21,'Alarma entrante,'155,'VÁLVULA DE CARGA (V203010)
02-04-2025 22:13:21,'Alarma entrante,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 22:13:21,'Conf entrante.,'155,'VÁLVULA DE CARGA (V203010) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:21,'Conf entrante.,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:28,'Alarmas pendientes,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 22:13:28,'Alarmas pendientes,'155,'VÁLVULA DE CARGA (V203010)
02-04-2025 22:13:28,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-04-2025 22:13:28,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-04-2025 22:13:31,'Conf saliente.,'155,'VÁLVULA DE CARGA (V203010) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:31,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:31,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:31,'Conf saliente.,'155 - 2,'VÁLVULA DE CARGA (V203010) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:32,'Alarmas pendientes,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040)
02-04-2025 22:13:32,'Alarmas pendientes,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020)
02-04-2025 22:13:33,'Conf saliente.,'98 - 5,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - FALLA DE SEÑAL DE RETROALIMENTACIÓN: ENVASE DE PRODUCTO (E205020) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:13:33,'Conf saliente.,'98,'MONITOREO ELECTROSTÁTICO (E205020 / E205040) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:15:46,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 22:15:46,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 22:16:29,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 22:16:29,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:16:30,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 22:16:30,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 22:16:31,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:16:31,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 22:16:57,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-04-2025 22:16:57,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 22:17:15,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-04-2025 22:17:15,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-04-2025 22:17:16,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-04-2025 22:17:16,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
